# ENTITIES
entity_name,source_id,graph_data
rel-4215e6452b0873a42d4fc81e344c4453,"{'__id__': 'rel-4215e6452b0873a42d4fc81e344c4453', '__created_at__': 1749262951, 'src_id': 'Nothing Company', 'tgt_id': 'Product development team', 'content': 'Nothing Company\tProduct development team\ninnovative design,technical implementation\nContributes.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-4aae7af84ba58db17a733b091ee1d7bd,"{'__id__': 'rel-4aae7af84ba58db17a733b091ee1d7bd', '__created_at__': 1749262951, 'src_id': 'Nothing Company', 'tgt_id': 'Quality control department', 'content': 'Nothing Company\tQuality control department\nconsistent performance,customer satisfaction\nEnsures.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-834f29039747b9a576c8bc4834179e76,"{'__id__': 'rel-834f29039747b9a576c8bc4834179e76', '__created_at__': 1749262951, 'src_id': 'Nothing Company', 'tgt_id': 'R&D team', 'content': 'Nothing Company\tR&D team\nnew product creation,technology advancement\nContributes.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-28aa6f7ca2c73fc9512fe685229f2304,"{'__id__': 'rel-28aa6f7ca2c73fc9512fe685229f2304', '__created_at__': 1749262951, 'src_id': 'Global technology industry', 'tgt_id': 'Nothing Company', 'content': 'Global technology industry\tNothing Company\nmarket competition,technological influence\nOperates within.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-8ab94d32e07ed62507eeda43f872aff0,"{'__id__': 'rel-8ab94d32e07ed62507eeda43f872aff0', '__created_at__': 1749262951, 'src_id': 'E-commerce platform', 'tgt_id': 'Nothing Company', 'content': 'E-commerce platform\tNothing Company\ncustomer engagement,products directly\nSells.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-38cadefb472f8b9787a0319f78ab9ec4,"{'__id__': 'rel-38cadefb472f8b9787a0319f78ab9ec4', '__created_at__': 1749262951, 'src_id': 'Marketing campaign', 'tgt_id': 'Nothing Company', 'content': 'Marketing campaign\tNothing Company\nbrand awareness,customer engagement\nInvolves.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-cf489f776bd205503541ededd7c103e9,"{'__id__': 'rel-cf489f776bd205503541ededd7c103e9', '__created_at__': 1749262951, 'src_id': 'Customer feedback department', 'tgt_id': 'Nothing Company', 'content': 'Customer feedback department\tNothing Company\ncustomer insights,improvement suggestions\nGathers.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-98c4f48593c073afac84f716159ac919,"{'__id__': 'rel-98c4f48593c073afac84f716159ac919', '__created_at__': 1749262951, 'src_id': 'Nothing Company', 'tgt_id': 'Product release strategy', 'content': 'Nothing Company\tProduct release strategy\nmarket entry,sales growth\nInvolves.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-7332a40d09ffac550113e6c9267089fc,"{'__id__': 'rel-7332a40d09ffac550113e6c9267089fc', '__created_at__': 1749262951, 'src_id': 'Design team', 'tgt_id': 'Nothing Company', 'content': 'Design team\tNothing Company\nbrand identity,user experience\nContributes.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-1c126d08772e8c098d9251fdeed5b2e0,"{'__id__': 'rel-1c126d08772e8c098d9251fdeed5b2e0', '__created_at__': 1749262951, 'src_id': 'Consumer electronics industry', 'tgt_id': 'Nothing Company', 'content': 'Consumer electronics industry\tNothing Company\nindustry dynamics,technological advancements\nParticipates in.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-3f9397f581468c21ac9ce27124558576,"{'__id__': 'rel-3f9397f581468c21ac9ce27124558576', '__created_at__': 1749262951, 'src_id': 'Global audience', 'tgt_id': 'Nothing Company', 'content': 'Global audience\tNothing Company\nbroad market,diverse demographics\nTargets.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-5608531f6d1f7ba262c7af1edf01d4b4,"{'__id__': 'rel-5608531f6d1f7ba262c7af1edf01d4b4', '__created_at__': 1749262951, 'src_id': 'Buds', 'tgt_id': 'Wireless audio innovations', 'content': 'Buds\tWireless audio innovations\nindustry progress,product enhancement\nReflects.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-b8e92e45aaa809bc09b8a068044995cd,"{'__id__': 'rel-b8e92e45aaa809bc09b8a068044995cd', '__created_at__': 1749262951, 'src_id': 'Nothing Company', 'tgt_id': 'Technology enthusiasts community', 'content': 'Nothing Company\tTechnology enthusiasts community\ncommunity-driven development,product feedback\nEngages.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-96d456e5f8de65e3c8129e365f76184d,"{'__id__': 'rel-96d456e5f8de65e3c8129e365f76184d', '__created_at__': 1749262951, 'src_id': 'Buds', 'tgt_id': 'Wireless audio compatibility', 'content': 'Buds\tWireless audio compatibility\ndevice interoperability,user convenience\nAdheres.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-36f75568c5abd67517deaa35123a9898,"{'__id__': 'rel-36f75568c5abd67517deaa35123a9898', '__created_at__': 1749262951, 'src_id': 'Advanced sound processing', 'tgt_id': 'Buds', 'content': 'Advanced sound processing\tBuds\naudio quality,personalization\nLeverages.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-54bb642b698be43b92502e6a52d30364,"{'__id__': 'rel-54bb642b698be43b92502e6a52d30364', '__created_at__': 1749262951, 'src_id': 'Nothing Company', 'tgt_id': 'User feedback integration', 'content': 'Nothing Company\tUser feedback integration\nproduct improvement,user-centric design\nIncorporates.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-127b60abfa43a21f6114d43ddc78c0c6,"{'__id__': 'rel-127b60abfa43a21f6114d43ddc78c0c6', '__created_at__': 1749262951, 'src_id': 'Buds', 'tgt_id': 'High-end audio products', 'content': 'Buds\tHigh-end audio products\nbrand reputation,market position\nContributes.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-536bd9f8157844a1a21afdaea2811ace,"{'__id__': 'rel-536bd9f8157844a1a21afdaea2811ace', '__created_at__': 1749262951, 'src_id': 'Customer loyalty program', 'tgt_id': 'Nothing Company', 'content': 'Customer loyalty program\tNothing Company\nlong-term retention,reward incentives\nOffers.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-e64925e3e1a5f02055a5b34aa277a60a,"{'__id__': 'rel-e64925e3e1a5f02055a5b34aa277a60a', '__created_at__': 1749262951, 'src_id': 'Marketing campaign strategy', 'tgt_id': 'Nothing Company', 'content': 'Marketing campaign strategy\tNothing Company\nmarket penetration,targeted advertising\nInvolves.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-bfc50848ab0629945fccc0c4ddfec574,"{'__id__': 'rel-bfc50848ab0629945fccc0c4ddfec574', '__created_at__': 1749262951, 'src_id': 'Global consumer base', 'tgt_id': 'Nothing Company', 'content': 'Global consumer base\tNothing Company\ndiverse audience engagement,global market expansion\nAims.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-a182c0fb702b3d4697834825833b9d89,"{'__id__': 'rel-a182c0fb702b3d4697834825833b9d89', '__created_at__': 1749262951, 'src_id': 'Consumer electronics sales', 'tgt_id': 'Nothing Company', 'content': 'Consumer electronics sales\tNothing Company\ncompany growth,financial performance\nDrives.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-8d2fccc6e8a4f1209a762023ec3b1b67,"{'__id__': 'rel-8d2fccc6e8a4f1209a762023ec3b1b67', '__created_at__': 1749262951, 'src_id': 'Nothing Company', 'tgt_id': 'Product lifecycle management', 'content': 'Nothing Company\tProduct lifecycle management\nperformance monitoring,product development cycle\nInvolves.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-700c4cdfc8440135af52c1a821698472,"{'__id__': 'rel-700c4cdfc8440135af52c1a821698472', '__created_at__': 1749262951, 'src_id': 'Competitive analysis department', 'tgt_id': 'Nothing Company', 'content': 'Competitive analysis department\tNothing Company\nmarket competition,strategic advantage\nAnalyzes.', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source'}"
rel-eb2d640117ada916d1aae92188f4e125,"{'__id__': 'rel-eb2d640117ada916d1aae92188f4e125', '__created_at__': 1749262951, 'src_id': 'Earphones', 'tgt_id': 'Neckband Pro', 'content': 'Earphones\tNeckband Pro\n7\nNeckband Pro refers to a specific type of earphones that feature advanced connectivity options.""<|""specific model', 'source_id': 'chunk-cbad053247bfe41ce192c651034259c3', 'file_path': 'unknown_source'}"
rel-37ce0da7d6efb4375bc91e777757fa39,"{'__id__': 'rel-37ce0da7d6efb4375bc91e777757fa39', '__created_at__': 1749262951, 'src_id': 'Earphones', 'tgt_id': 'Phone', 'content': 'Earphones\tPhone\nconnectivity,sound output\nThe earphones operate on phones when connected to them for audio output.', 'source_id': 'chunk-cbad053247bfe41ce192c651034259c3', 'file_path': 'unknown_source'}"
rel-e0eb2670687c504464ab726436278702,"{'__id__': 'rel-e0eb2670687c504464ab726436278702', '__created_at__': 1749262951, 'src_id': 'Android device', 'tgt_id': 'Nothing X app', 'content': 'Android device\tNothing X app\napplication distribution,device compatibility\nUsers of Android devices can download and access the Nothing X app from Google Play for managing accessories such as the Neckband Pro.', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-3860f98400f75e59da54b2abe753d54f,"{'__id__': 'rel-3860f98400f75e59da54b2abe753d54f', '__created_at__': 1749262951, 'src_id': 'Nothing X app', 'tgt_id': 'iOS device', 'content': 'Nothing X app\tiOS device\ncompatibility between platform and software\nThe Nothing X app is available on iOS devices through the App Store, enabling users to download and manage accessories like the Neckband Pro.', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-0751ad31a5c9bb0b22c2993bb784ab06,"{'__id__': 'rel-0751ad31a5c9bb0b22c2993bb784ab06', '__created_at__': 1749262951, 'src_id': 'Google Fast Pair', 'tgt_id': 'Neckband Pro', 'content': 'Google Fast Pair\tNeckband Pro\nuser convenience,wireless device compatibility\nUsers of Google-powered Android devices can utilize the Google Fast Pair feature with their Neckband Pro for quick pairing and connectivity without needing to manually download an app.', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-99c6e3f487782e76bc8046c8c28c0b1e,"{'__id__': 'rel-99c6e3f487782e76bc8046c8c28c0b1e', '__created_at__': 1749262951, 'src_id': 'Microsoft Swift Pair', 'tgt_id': 'Neckband Pro', 'content': ""Microsoft Swift Pair\tNeckband Pro\ncross-platform compatibility,simplified pairing process\nUsers of Windows PCs or other Microsoft-powered devices can pair the Neckband Pro with their system using Microsoft's Swift Pair feature for seamless connectivity and usage."", 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-2e33dae4a481ef830016da7e973e70fd,"{'__id__': 'rel-2e33dae4a481ef830016da7e973e70fd', '__created_at__': 1749262951, 'src_id': 'Nothing X app', 'tgt_id': 'organization', 'content': 'Nothing X app\torganization\napplication-development,product-management\nThe relationship between the Nothing X app and Nothing Technology implies a direct connection through which users download, manage and update their accessories like the Neckband Pro.', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-399aea314f8efe8d7febb1d5f144bea9,"{'__id__': 'rel-399aea314f8efe8d7febb1d5f144bea9', '__created_at__': 1749262951, 'src_id': 'Android', 'tgt_id': 'organization', 'content': 'Android\torganization\ndevice-compatibility,software-integration\nThis denotes the compatibility of Android devices with Nothing technology products such as the Nothing X app for downloading purposes.', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-e9e6ce399619d37d7a1212ef0b9b531e,"{'__id__': 'rel-e9e6ce399619d37d7a1212ef0b9b531e', '__created_at__': 1749262951, 'src_id': 'iOS', 'tgt_id': 'organization', 'content': 'iOS\torganization\ncross-platform-support,user-accessibility\nThe connection signifies that iOS users can utilize the Nothing X app to manage and control their accessories like the Neckband Pro.', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-4c6f2f805fbad8df182266dcb65c9f1d,"{'__id__': 'rel-4c6f2f805fbad8df182266dcb65c9f1d', '__created_at__': 1749262951, 'src_id': 'Bluetooth 5.3', 'tgt_id': 'technology', 'content': 'Bluetooth 5.3\ttechnology\ndevice-connectivity,wireless-communication\nSignifies the role of Bluetooth technology in facilitating wireless connectivity between the Neckband Pro and other devices such as smartphones and computers.', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-17c906d286dee36ec9fcf80cb3e80693,"{'__id__': 'rel-17c906d286dee36ec9fcf80cb3e80693', '__created_at__': 1749262951, 'src_id': 'ANC (Active Noise Cancellation)', 'tgt_id': 'organization', 'content': ""ANC (Active Noise Cancellation)\torganization\naudio-enhancement,feature-integration\nThe relationship represents how ANC function integrates with the product's features of Nothing Technology to enhance user experience by cancelling out ambient noise."", 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source'}"
rel-fd14472730240bf94d54872470f862d5,"{'__id__': 'rel-fd14472730240bf94d54872470f862d5', '__created_at__': 1749262951, 'src_id': 'Battery Life', 'tgt_id': 'Dual Connectivity', 'content': 'Battery Life\tDual Connectivity\nbattery impact,functionality\nThe Neckband Pro supports Dual Connectivity function despite its battery capacity limitations, indicating optimized power management.', 'source_id': 'chunk-2f8202293fdace1a3a66be97a3995370', 'file_path': 'unknown_source'}"
rel-8dd581a81b8964d7d2902ed851375e7b,"{'__id__': 'rel-8dd581a81b8964d7d2902ed851375e7b', '__created_at__': 1749262951, 'src_id': 'Battery Capacity', 'tgt_id': 'Fast Charging', 'content': 'Battery Capacity\tFast Charging\ncharging speed,usage time\n10-minute fast charging provides up to 18 hours of continuous music playback with ANC turned off. This suggests a relatively high-capacity battery.', 'source_id': 'chunk-2f8202293fdace1a3a66be97a3995370', 'file_path': 'unknown_source'}"
rel-7601f46a7e336bf17bad6dc68ed4c1e7,"{'__id__': 'rel-7601f46a7e336bf17bad6dc68ed4c1e7', '__created_at__': 1749262951, 'src_id': 'Battery Life', 'tgt_id': 'Wireless Charging', 'content': 'Battery Life\tWireless Charging\nbattery size,wireless charging compatibility\nThe lack of wireless charging capability is due to the limited battery capacity, indicating that sufficient space was prioritized for battery storage.', 'source_id': 'chunk-2f8202293fdace1a3a66be97a3995370', 'file_path': 'unknown_source'}"
rel-da151ce285620e8ba923577d43f9c659,"{'__id__': 'rel-da151ce285620e8ba923577d43f9c659', '__created_at__': 1749262951, 'src_id': 'Noah Carter', 'tgt_id': 'carbon-fiber spikes', 'content': 'Noah Carter\tcarbon-fiber spikes\nequipment,equipment use,performance,performance enhancement\nCarter used carbon-fiber spikes to break the record.<SEP>Noah Carter used carbon fiber spikes to enhance his performance in the 100m sprint at the World Athletics Championship.', 'source_id': 'chunk-59d089d6dd16ac59cfa0d577b293a12e<SEP>chunk-8a9c21c16874759496064e1fb0d09cef', 'file_path': 'unknown_source'}"
rel-c896a636ac884d4d83663188afc4a3fa,"{'__id__': 'rel-c896a636ac884d4d83663188afc4a3fa', '__created_at__': 1749262951, 'src_id': 'Network Carrier', 'tgt_id': 'VoLTE (Voice Over LTE) video calling', 'content': 'Network Carrier\tVoLTE (Voice Over LTE) video calling\nnetwork provider,service requirement\nThe Network Carrier is responsible for activation and enabling of VoLTE services necessary for Voice over 4G Calling.', 'source_id': 'chunk-eb46e252d3a2a9cb08cfababdb615773', 'file_path': 'unknown_source'}"
rel-b2ca6aed84b6cbda2fe9a017e2ffdf4f,"{'__id__': 'rel-b2ca6aed84b6cbda2fe9a017e2ffdf4f', '__created_at__': 1749262951, 'src_id': 'Step 1', 'tgt_id': 'iPhone', 'content': 'Step 1\tiPhone\ncompatibility,preparation\nThe initial preparation steps for transferring data from an iPhone to a Nothing Phone involves getting ready with the iPhone on the latest software and its charging cable.', 'source_id': 'chunk-6165e1e8378c1118b98626013d6262b7', 'file_path': 'unknown_source'}"
rel-f9a15982bb5460f1dd19f20d580ede00,"{'__id__': 'rel-f9a15982bb5460f1dd19f20d580ede00', '__created_at__': 1749262951, 'src_id': 'Nothing Phone', 'tgt_id': 'Step 2', 'content': 'Nothing Phone\tStep 2\ninitial configuration,setup\nThe setup process for new phones involves turning on the phone and tapping → in the setup wizard, during which language preferences can be set. Also requiring SIM card insertion and WiFi connection establishment.', 'source_id': 'chunk-6165e1e8378c1118b98626013d6262b7', 'file_path': 'unknown_source'}"
rel-7a15ad02302d51bdf700ec900e3e006c,"{'__id__': 'rel-7a15ad02302d51bdf700ec900e3e006c', '__created_at__': 1749262951, 'src_id': 'Nothing Phone', 'tgt_id': 'Step 3', 'content': 'Nothing Phone\tStep 3\nconnection,data transfer\nConnecting cables enables transfer of data between iPhones and Nothing Phones. This process involves connecting both devices with their respective charging cables.', 'source_id': 'chunk-6165e1e8378c1118b98626013d6262b7', 'file_path': 'unknown_source'}"
rel-a4d71a729779fab3e86847ce6ee8d441,"{'__id__': 'rel-a4d71a729779fab3e86847ce6ee8d441', '__created_at__': 1749262951, 'src_id': 'Android phone', 'tgt_id': 'Step 2', 'content': ""Android phone\tStep 2\nconnectivity,preparation\nPreparing an Android phone for the data transfer process includes ensuring it's on the latest software and having its charging cable available, alongside setting up WiFi or a mobile network connection."", 'source_id': 'chunk-6165e1e8378c1118b98626013d6262b7', 'file_path': 'unknown_source'}"
rel-d76cee04831b897bf303b33337c2b61a,"{'__id__': 'rel-d76cee04831b897bf303b33337c2b61a', '__created_at__': 1749262951, 'src_id': 'Google account', 'tgt_id': 'Nothing Phone', 'content': 'Google account\tNothing Phone\naccount management,app accessibility\nUtilizing Google accounts ensures that users can download apps and access their content on their new devices, facilitating the transfer of data and applications from old phones to Nothing Phones.', 'source_id': 'chunk-6165e1e8378c1118b98626013d6262b7', 'file_path': 'unknown_source'}"
rel-972a02e8f969a0607b16eb00dc1f8a30,"{'__id__': 'rel-972a02e8f969a0607b16eb00dc1f8a30', '__created_at__': 1749262951, 'src_id': 'Nothing Phone', 'tgt_id': 'iPhone', 'content': 'Nothing Phone\tiPhone\nbrand differentiation,data transfer compatibility\nThe relationship between iPhone and Nothing Phone is centered around the concept of transferring data from an existing phone to a new device using their respective features and interfaces.', 'source_id': 'chunk-6165e1e8378c1118b98626013d6262b7', 'file_path': 'unknown_source'}"
rel-6791fe43bbb61e4ab5970a8445dcb39a,"{'__id__': 'rel-6791fe43bbb61e4ab5970a8445dcb39a', '__created_at__': 1749262951, 'src_id': 'Fast Pair feature', 'tgt_id': 'Nothing Phone', 'content': 'Fast Pair feature\tNothing Phone\nuser convenience,wireless pairing\nUsers can connect their accessories to the Nothing Phone using the Fast Pair feature.', 'source_id': 'chunk-6b8eb92f55e1f3c041c691be7b6dbda7', 'file_path': 'unknown_source'}"
rel-46d2e947e42ead4a4791e284b2ade990,"{'__id__': 'rel-46d2e947e42ead4a4791e284b2ade990', '__created_at__': 1749262951, 'src_id': 'Phone', 'tgt_id': 'SIM card tray', 'content': 'Phone\tSIM card tray\nfunctionality,hardware component\nThe SIM card tray is a part of the physical hardware on the phone used for managing mobile network access.', 'source_id': 'chunk-6b8eb92f55e1f3c041c691be7b6dbda7', 'file_path': 'unknown_source'}"
rel-1815495c17be9ea90b7850e87cf5f63c,"{'__id__': 'rel-1815495c17be9ea90b7850e87cf5f63c', '__created_at__': 1749262951, 'src_id': 'Google Photos', 'tgt_id': 'Nothing Phone', 'content': ""Google Photos\tNothing Phone\ndata storage,online service\nUsers can back up data on the Nothing Phone using Google's default backup process, with data stored in Google Photos."", 'source_id': 'chunk-6b8eb92f55e1f3c041c691be7b6dbda7', 'file_path': 'unknown_source'}"
rel-4eb52b2992590e52cb374af548ebae19,"{'__id__': 'rel-4eb52b2992590e52cb374af548ebae19', '__created_at__': 1749262951, 'src_id': 'Nothing Phone', 'tgt_id': 'Play Store', 'content': 'Nothing Phone\tPlay Store\napplication distribution,device compatibility\nThe Play Store is an online platform for downloading and installing applications on Nothing Phone devices.', 'source_id': 'chunk-6b8eb92f55e1f3c041c691be7b6dbda7', 'file_path': 'unknown_source'}"
rel-a6192b02d2ed5d00577b841c076fb7d2,"{'__id__': 'rel-a6192b02d2ed5d00577b841c076fb7d2', '__created_at__': 1749262951, 'src_id': 'Fingerprint', 'tgt_id': 'security', 'content': 'Fingerprint\tsecurity\nauthentication method,privacy protection\nThe use of fingerprint in biometric authentication enhances security measures on the phone.', 'source_id': 'chunk-6b8eb92f55e1f3c041c691be7b6dbda7', 'file_path': 'unknown_source'}"
rel-f31dd71b5557fb064e459ce4e2eeecd7,"{'__id__': 'rel-f31dd71b5557fb064e459ce4e2eeecd7', '__created_at__': 1749262951, 'src_id': 'Face unlock', 'tgt_id': 'user convenience', 'content': 'Face unlock\tuser convenience\naccessibility,user experience\nFace unlock as a security feature provides users with convenience by allowing quick access to their device instead of traditional passwords or PINs.', 'source_id': 'chunk-6b8eb92f55e1f3c041c691be7b6dbda7', 'file_path': 'unknown_source'}"
rel-f9e6cc10a072139ee63d4e3fdb181ef8,"{'__id__': 'rel-f9e6cc10a072139ee63d4e3fdb181ef8', '__created_at__': 1749262951, 'src_id': 'Nothing Phone', 'tgt_id': 'dual SIM Dual Standby', 'content': 'Nothing Phone\tdual SIM Dual Standby\nfeature compatibility,usage\nThis feature allows two phone numbers to be in standby at the same time, but cannot perform call or data access simultaneously.', 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source'}"
rel-34e0d52007ef78590bdd338ce3f373dd,"{'__id__': 'rel-34e0d52007ef78590bdd338ce3f373dd', '__created_at__': 1749262951, 'src_id': 'Manual Restart', 'tgt_id': 'System Update', 'content': 'Manual Restart\tSystem Update\nmaintenance routine,update impact\nPerforming manual restarts helps in self-repair of the device and is recommended once a week for optimal experience.', 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source'}"
rel-2af852267a542e5dcb0088628dbd4d20,"{'__id__': 'rel-2af852267a542e5dcb0088628dbd4d20', '__created_at__': 1749262951, 'src_id': 'Software Upgrade', 'tgt_id': 'System Update', 'content': ""Software Upgrade\tSystem Update\nfeature addition,upgrade process\nUpgrading to the latest software version fixes issues and adds new features. It's important to keep your device updated for better performance."", 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source'}"
rel-3885e5a6482721c7facda62fc440b13f,"{'__id__': 'rel-3885e5a6482721c7facda62fc440b13f', '__created_at__': 1749262951, 'src_id': 'Nothing Phone', 'tgt_id': 'Wireless Charging', 'content': 'Nothing Phone\tWireless Charging\ncharge type compatibility,technology limitation\nDespite having advanced features like fast charging, Nothing Phone does not support wireless charging.', 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source'}"
rel-c5eb23237758a517ab9629eb21aedfb7,"{'__id__': 'rel-c5eb23237758a517ab9629eb21aedfb7', '__created_at__': 1749262951, 'src_id': 'Nothing Phone', 'tgt_id': 'Wired Charger', 'content': ""Nothing Phone\tWired Charger\ncharger compatibility,performance boost\nCompatibility with PPS protocol chargers enables faster charging on Nothing Phone. It's recommended for an optimum experience."", 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source'}"
rel-a45c458009d8f79dc10e342f5c824f64,"{'__id__': 'rel-a45c458009d8f79dc10e342f5c824f64', '__created_at__': 1749262951, 'src_id': 'Wireless Charging', 'tgt_id': 'dual SIM Dual Standby', 'content': ""Wireless Charging\tdual SIM Dual Standby\nfeature isolation,technology distinction\nAlthough dual SIM Dual Standby allows two phone numbers to be in standby simultaneously without performing calls or data access, wireless charging capability doesn't apply here."", 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source'}"
rel-c80358e057a9e493bf4727d63c9a40cc,"{'__id__': 'rel-c80358e057a9e493bf4727d63c9a40cc', '__created_at__': 1749262951, 'src_id': 'Manual Restart', 'tgt_id': 'Software Upgrade', 'content': 'Manual Restart\tSoftware Upgrade\n""maintenance process and update impact""|> 8\nBoth manual restarts and software upgrades contribute to device optimization and performance enhancement.', 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source'}"
rel-cd3e73310981c32d85be929ebca5775d,"{'__id__': 'rel-cd3e73310981c32d85be929ebca5775d', '__created_at__': 1749262951, 'src_id': 'CMF Watch app', 'tgt_id': 'Watch Pro 2', 'content': 'CMF Watch app\tWatch Pro 2\napplication and device\nThe CMF Watch app is used for managing features of the Watch Pro 2 smartwatch, indicating an application-device relationship.', 'source_id': 'chunk-1f6c1381dcd623ad5b2ea0b60f6ad95d', 'file_path': 'unknown_source'}"
rel-5e68529da0507dae51f680242a4077f8,"{'__id__': 'rel-5e68529da0507dae51f680242a4077f8', '__created_at__': 1749262951, 'src_id': 'Calendar', 'tgt_id': 'Watch Pro', 'content': 'Calendar\tWatch Pro\nevent management,wearable technology\nThe Watch Pro features a Calendar for displaying scheduled events, accessed via the Functional Crown.', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
rel-614834b4f582f06855fb09d607d43b68,"{'__id__': 'rel-614834b4f582f06855fb09d607d43b68', '__created_at__': 1749262951, 'src_id': 'Activity Score', 'tgt_id': 'Watch Pro', 'content': 'Activity Score\tWatch Pro\nhealth monitoring,wearable technology\nThe Activity Score feature is integrated into the Watch Pro to provide users with insights on their physical condition and daily activities.', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
rel-34d2d05b719cf9ddd44e905b13f05aa2,"{'__id__': 'rel-34d2d05b719cf9ddd44e905b13f05aa2', '__created_at__': 1749262951, 'src_id': 'Functional Crown', 'tgt_id': 'Watch Pro', 'content': ""Functional Crown\tWatch Pro\nInterface,Navigation\nThe Functional Crown serves as the watch's control interface for navigating menus and settings on the Watch Pro."", 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
rel-bae60e835970fe07733147a0b9fe597a,"{'__id__': 'rel-bae60e835970fe07733147a0b9fe597a', '__created_at__': 1749262951, 'src_id': 'Bluetooth headphones', 'tgt_id': 'Watch Pro', 'content': 'Bluetooth headphones\tWatch Pro\nAudio Devices,Connectivity\nWatch Pro requires Bluetooth connection to devices like headphones for music control but does not support direct connections.', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
